,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2268,0.0,data0,Difficulties in daily life,E07000142,West Lindsey,91.85711,94.48736,91.07348,101.0785,103.1775,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,11.320389999999989,2.0989999999999895
2282,0.0,data0,Difficulties in daily life,E07000143,Breckland,99.23866,110.2642,93.95053,96.70239,96.07167,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-3.1669899999999984,-0.6307199999999966
2296,0.0,data0,Difficulties in daily life,E07000144,Broadland,97.66199,105.3402,109.4099,107.9908,107.6262,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,9.964209999999994,-0.3645999999999958
2310,0.0,data0,Difficulties in daily life,E07000145,Great Yarmouth,90.0704,96.20474,98.02396,87.793,97.07571,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,7.005309999999994,9.282709999999994
2324,0.0,data0,Difficulties in daily life,E07000146,King's Lynn and West Norfolk,101.7332,103.5818,98.83311,92.23471,94.68858,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-7.044619999999995,2.453869999999995
2338,0.0,data0,Difficulties in daily life,E07000147,North Norfolk,98.76249,100.3961,102.7217,106.4586,101.5815,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.819010000000006,-4.877099999999999
2352,0.0,data0,Difficulties in daily life,E07000148,Norwich,97.44003,98.29126,91.396,99.18422,93.13349,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-4.306539999999998,-6.0507300000000015
2366,0.0,data0,Difficulties in daily life,E07000149,South Norfolk,103.5701,105.9823,102.6585,94.1297,105.9395,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.369399999999999,11.809799999999996
2380,0.0,data0,Difficulties in daily life,E07000163,Craven,107.6204,103.6357,113.9216,111.121,89.12753,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,-18.49287000000001,-21.993470000000002
2394,0.0,data0,Difficulties in daily life,E07000164,Hambleton,101.5847,104.1382,98.27959,110.7288,105.9717,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,4.3870000000000005,-4.757100000000008
2408,0.0,data0,Difficulties in daily life,E07000165,Harrogate,104.8638,99.70971,112.808,108.9417,105.5483,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,0.6844999999999999,-3.3933999999999997
2422,0.0,data0,Difficulties in daily life,E07000166,Richmondshire,114.1055,86.42501,95.93479,87.31715,108.2266,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,-5.878900000000002,20.909450000000007
2436,0.0,data0,Difficulties in daily life,E07000167,Ryedale,97.20935,100.7791,101.7307,104.0076,99.40362,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,2.194270000000003,-4.603979999999993
2450,0.0,data0,Difficulties in daily life,E07000168,Scarborough,79.36499,87.93768,104.3524,98.52717,95.15322,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,15.788229999999999,-3.3739499999999936
2464,0.0,data0,Difficulties in daily life,E07000169,Selby,103.5737,107.6024,106.6771,91.03115,95.64735,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,-7.926349999999999,4.616200000000006
2478,0.0,data0,Difficulties in daily life,E07000170,Ashfield,93.39758,92.76559,87.99467,88.53739,89.22261,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-4.174970000000002,0.685220000000001
2492,0.0,data0,Difficulties in daily life,E07000171,Bassetlaw,80.20186,89.52301,98.25388,87.33888,92.84962,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,12.647760000000005,5.510739999999998
2506,0.0,data0,Difficulties in daily life,E07000172,Broxtowe,101.6116,108.636,106.6065,95.72338,102.0425,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,0.4309000000000083,6.319119999999998
2520,0.0,data0,Difficulties in daily life,E07000173,Gedling,101.9469,99.69751,97.31882,96.97835,94.49655,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-7.45035,-2.481800000000007
2534,0.0,data0,Difficulties in daily life,E07000174,Mansfield,100.3143,86.2934,86.44866,73.42984,83.60088,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-16.71342,10.171040000000005
