,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2242,2.0,data2,Mortality,E07000140,South Holland,101.7525,100.6928,100.2171,103.1697,105.5979,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,3.845399999999998,2.4281999999999897
2256,2.0,data2,Mortality,E07000141,South Kesteven,104.3713,107.562,106.3879,108.9367,109.9462,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,5.5748999999999995,1.0095000000000027
2270,2.0,data2,Mortality,E07000142,West Lindsey,101.2911,104.8015,103.7472,103.9882,106.6477,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,5.3566,2.659499999999994
2284,2.0,data2,Mortality,E07000143,Breckland,102.1209,103.4569,104.6087,106.4974,107.3786,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,5.2577,0.8812000000000069
2298,2.0,data2,Mortality,E07000144,Broadland,110.6504,111.1589,113.1364,114.4713,115.2077,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,4.557299999999998,0.7364000000000033
2312,2.0,data2,Mortality,E07000145,Great Yarmouth,95.29587,95.99956,97.8408,94.65975,96.02488,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.7290100000000024,1.3651299999999935
2326,2.0,data2,Mortality,E07000146,King's Lynn and West Norfolk,101.1415,101.3595,101.2889,101.1273,98.26471,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.8767899999999997,-2.8625900000000115
2340,2.0,data2,Mortality,E07000147,North Norfolk,107.9443,109.3966,108.9507,110.7042,112.7366,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,4.792299999999997,2.0323999999999955
2354,2.0,data2,Mortality,E07000148,Norwich,99.67678,96.91951,96.11317,97.14533,97.10759,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-2.569189999999992,-0.03773999999999944
2368,2.0,data2,Mortality,E07000149,South Norfolk,110.0065,108.6509,110.1306,109.6127,112.3888,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,2.3823000000000008,2.7760999999999996
2382,2.0,data2,Mortality,E07000163,Craven,114.3246,114.429,116.1583,112.4804,112.5944,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,-1.7302000000000106,0.11399999999999011
2396,2.0,data2,Mortality,E07000164,Hambleton,111.9509,116.4491,115.8138,116.2695,114.3209,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,2.3699999999999903,-1.948599999999999
2410,2.0,data2,Mortality,E07000165,Harrogate,107.6895,106.4893,107.8715,109.8667,111.612,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,3.9224999999999994,1.7453000000000003
2424,2.0,data2,Mortality,E07000166,Richmondshire,108.8716,114.3804,114.1419,113.1854,110.8235,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,1.9518999999999949,-2.3619000000000057
2438,2.0,data2,Mortality,E07000167,Ryedale,107.2214,110.8829,113.5285,113.875,113.4652,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,6.243799999999993,-0.40980000000000416
2452,2.0,data2,Mortality,E07000168,Scarborough,98.77379,99.72206,101.2179,99.1012,96.1801,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,-2.5936900000000094,-2.92110000000001
2466,2.0,data2,Mortality,E07000169,Selby,104.0311,106.547,107.1155,107.1065,107.3862,,,,,,,,,,,,,,,,,,,,,,E12000003,Yorkshire and The Humber,3.3551000000000073,0.2797000000000054
2480,2.0,data2,Mortality,E07000170,Ashfield,91.47337,89.50715,92.46999,91.20332,93.31866,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,1.8452899999999914,2.115339999999989
2494,2.0,data2,Mortality,E07000171,Bassetlaw,95.88379,94.51558,95.60392,97.85323,96.8296,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,0.9458099999999945,-1.0236299999999972
2508,2.0,data2,Mortality,E07000172,Broxtowe,102.6608,103.3937,105.9599,105.09,105.3521,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,2.6912999999999982,0.26209999999998956
2522,2.0,data2,Mortality,E07000173,Gedling,102.1889,102.0747,103.1521,106.0143,105.7253,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,3.5364000000000004,-0.2890000000000015
2536,2.0,data2,Mortality,E07000174,Mansfield,92.0462,89.72587,89.35335,90.23604,91.21995,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-0.8262500000000017,0.9839099999999945
2550,2.0,data2,Mortality,E07000175,Newark and Sherwood,102.5003,103.8278,102.9747,102.8599,102.6609,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,0.1606000000000023,-0.19899999999999807
2564,2.0,data2,Mortality,E07000176,Rushcliffe,113.9852,114.8317,111.2382,110.3009,109.4396,,,,,,,,,,,,,,,,,,,,,,E12000004,East Midlands,-4.545600000000007,-0.8613
