,DATANO,DATACD,DATANM,AREACD,AREANM,time1,time2,time3,time4,time5,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,RGN21CD,RGN21NM,change4,change1
2747,3.0,data3,Personal well-being,E07000196,South Staffordshire,107.1864,100.3622,120.6618,116.736,118.4483,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,11.261899999999997,1.712299999999999
2761,3.0,data3,Personal well-being,E07000197,Stafford,100.0161,100.6101,109.1555,99.29245,111.0463,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,11.030200000000008,11.75385
2775,3.0,data3,Personal well-being,E07000198,Staffordshire Moorlands,110.7433,113.6838,110.9811,109.8838,107.041,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-3.702300000000008,-2.842799999999997
2789,3.0,data3,Personal well-being,E07000199,Tamworth,112.9242,109.3077,98.99144,103.6734,94.38155,,,,,,,,,,,,,,,,,,,,,,E12000005,West Midlands,-18.542649999999995,-9.291849999999997
2803,3.0,data3,Personal well-being,E07000200,Babergh,100.2269,104.9744,112.2959,113.3394,123.9089,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,23.682000000000002,10.569500000000005
2817,3.0,data3,Personal well-being,E07000202,Ipswich,90.05795,103.0392,99.57155,107.1191,90.40375,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,0.345799999999997,-16.71535
2831,3.0,data3,Personal well-being,E07000203,Mid Suffolk,113.3265,118.5519,110.9542,103.8065,102.7617,,,,,,,,,,,,,,,,,,,,,,E12000006,East of England,-10.564799999999991,-1.044799999999995
2845,3.0,data3,Personal well-being,E07000207,Elmbridge,96.43438,98.61331,110.5834,123.3697,103.4303,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,6.995919999999998,-19.939399999999992
2859,3.0,data3,Personal well-being,E07000208,Epsom and Ewell,104.7281,111.0088,112.8943,102.3968,118.4219,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,13.693799999999996,16.025099999999995
2873,3.0,data3,Personal well-being,E07000209,Guildford,112.2033,95.78763,101.7672,106.8647,96.61737,,,,,,,,,,,,,,,,,,,,,,E12000008,South East,-15.585930000000005,-10.247330000000005
